Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes,
0.107379929,4,109,5.584848485,GO:0032963 collagen metabolic process , http://amigo.geneontology.org/amigo/term/GO:0032963, ITGB1  PDGFRB  ADAM15  VIM,
0.058986351,5,131,5.485119048,GO:0002040 sprouting angiogenesis , http://amigo.geneontology.org/amigo/term/GO:0002040, FLT4  LEF1  ITGB1  E2F2,
0.112497463,4,126,5.485119048,GO:0007613 memory , http://amigo.geneontology.org/amigo/term/GO:0007613, SERPINF1  SYT11  KALRN  CX3CR1,
0.184988081,3,50,5.485119048,GO:0031295 T cell costimulation , http://amigo.geneontology.org/amigo/term/GO:0031295, ICOS  CD28  CCR7,
0.184988081,3,59,5.485119048,GO:0046638 positive regulation of alpha-beta T cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0046638, FOXP3  RUNX3  IL12RB1,
0.188220399,3,86,5.35755814,GO:0007422 peripheral nervous system development , http://amigo.geneontology.org/amigo/term/GO:0007422, ERBB2  CNTNAP1  RUNX3,
0.188220399,3,52,5.35755814,GO:0031294 lymphocyte costimulation , http://amigo.geneontology.org/amigo/term/GO:0031294, ICOS  CD28  CCR7,
0.188220399,3,53,5.35755814,GO:1903573 negative regulation of response to endoplasmic reticulum stress , http://amigo.geneontology.org/amigo/term/GO:1903573, BCL2L1  USP14  DNAJB9,
0.062577978,5,87,5.33275463,GO:0002312 B cell activation involved in immune response , http://amigo.geneontology.org/amigo/term/GO:0002312, PARP3  FOXP3  TBX21  RIF1  CD28,
0.123197128,4,79,5.295977011,GO:0046637 regulation of alpha-beta T cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0046637, FOXP3  TBX21  RUNX3  IL12RB1,
0.12536078,4,69,5.206214689,GO:0032623 interleukin-2 production , http://amigo.geneontology.org/amigo/term/GO:0032623, VSIG4  FOXP3  CD28  TBX21,
0.12536078,4,69,5.206214689,GO:0032663 regulation of interleukin-2 production , http://amigo.geneontology.org/amigo/term/GO:0032663, VSIG4  FOXP3  CD28  TBX21,
0.131600312,4,90,5.119444444,GO:0042130 negative regulation of T cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0042130, VSIG4  FOXP3  ERBB2  SPN,
0.043343505,6,132,5.063186813,GO:0002286 T cell activation involved in immune response , http://amigo.geneontology.org/amigo/term/GO:0002286, SPN  TBX21  LEF1  FOXP3  IL12RB1  RORC,
0.136211984,4,119,5.035519126,GO:0016525 negative regulation of angiogenesis , http://amigo.geneontology.org/amigo/term/GO:0016525, ISM1  SERPINF1  E2F2,
0.136211984,4,121,5.035519126,GO:1901343 negative regulation of vasculature development , http://amigo.geneontology.org/amigo/term/GO:1901343, ISM1  SERPINF1  E2F2,
0.136211984,4,120,5.035519126,GO:2000181 negative regulation of blood vessel morphogenesis , http://amigo.geneontology.org/amigo/term/GO:2000181, ISM1  SERPINF1  E2F2,
0.138255776,4,92,4.954301075,GO:0035023 regulation of Rho protein signal transduction , http://amigo.geneontology.org/amigo/term/GO:0035023, PDGFRB  ITGB1  ADGRG1  ARHGDIA,
0.022000439,8,209,4.914666667,GO:1901654 response to ketone , http://amigo.geneontology.org/amigo/term/GO:1901654, PCK2  CCR7  TGFBR3  ADAM15  FOXP3  SERPINF1  BCL2L1,
0.143377634,4,141,4.875661376,GO:0007498 mesoderm development , http://amigo.geneontology.org/amigo/term/GO:0007498, LEF1  SSBP3  ITGB1  GDF11,
0.149251283,4,126,4.725641026,GO:0032526 response to retinoic acid , http://amigo.geneontology.org/amigo/term/GO:0032526, ATP1A3  PDGFRB  SERPINF1  LTK,
0.149251283,4,87,4.725641026,GO:0046635 positive regulation of alpha-beta T cell activation , http://amigo.geneontology.org/amigo/term/GO:0046635, FOXP3  CD28  RUNX3  IL12RB1,
0.149251283,4,76,4.725641026,GO:0051310 metaphase plate congression , http://amigo.geneontology.org/amigo/term/GO:0051310, SEH1L  KIFC1,
0.149251283,4,122,4.725641026,GO:0051897 positive regulation of protein kinase B signaling , http://amigo.geneontology.org/amigo/term/GO:0051897, CCR7  ITGB1  CX3CR1  CD28,
0.052082585,6,200,4.701530612,GO:0045664 regulation of neuron differentiation , http://amigo.geneontology.org/amigo/term/GO:0045664, LTK  NREP  GDF11  ITGB1  NAP1L2  NRCAM,
0.157744156,4,153,4.584577114,GO:0035051 cardiocyte differentiation , http://amigo.geneontology.org/amigo/term/GO:0035051, ITGB1  PI16  TGFBR3  PDGFRB,
0.057622228,6,154,4.561881188,GO:0050868 negative regulation of T cell activation , http://amigo.geneontology.org/amigo/term/GO:0050868, VSIG4  FOXP3  TBX21  ERBB2  RUNX3  SPN,
0.101553674,5,130,4.517156863,GO:0007229 integrin-mediated signaling pathway , http://amigo.geneontology.org/amigo/term/GO:0007229, ITGA6  ITGB7  ADAM15  ITGB1  ADAM12,
0.161118329,4,110,4.451690821,GO:0002704 negative regulation of leukocyte mediated immunity , http://amigo.geneontology.org/amigo/term/GO:0002704, FOXP3  PARP3  TBX21  CX3CR1,
0.161118329,4,89,4.388095238,GO:0033077 T cell differentiation in thymus , http://amigo.geneontology.org/amigo/term/GO:0033077, FOXP3  CCR7  ERBB2  CD28,
0.161118329,4,170,4.388095238,GO:0035637 multicellular organismal signaling , http://amigo.geneontology.org/amigo/term/GO:0035637, CACNA1I  NRCAM  CNTNAP1  ATP1A3,
0.068966192,6,165,4.266203704,GO:1903038 negative regulation of leukocyte cell-cell adhesion , http://amigo.geneontology.org/amigo/term/GO:1903038, VSIG4  FOXP3  TBX21  ERBB2  RUNX3  SPN,
0.174462284,4,108,4.207762557,GO:1901655 cellular response to ketone , http://amigo.geneontology.org/amigo/term/GO:1901655, PCK2  ADAM15  SERPINF1,
0.033224502,8,198,4.179138322,GO:0045580 regulation of T cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0045580, FOXP3  TBX21  LEF1  ERBB2  CD28  RUNX3  TCF7  IL12RB1,
0.174462284,4,88,4.150900901,GO:0050871 positive regulation of B cell activation , http://amigo.geneontology.org/amigo/term/GO:0050871, TBX21  RIF1  CD28  TNFRSF4,
0.03379026,8,207,4.123042506,GO:0046631 alpha-beta T cell activation , http://amigo.geneontology.org/amigo/term/GO:0046631, SPN  FOXP3  TBX21  LEF1  CD28  RUNX3  IL12RB1  RORC,
0.076508286,6,133,4.113839286,GO:0000018 regulation of DNA recombination , http://amigo.geneontology.org/amigo/term/GO:0000018, RIF1  RADX  PARP3  FOXP3  TBX21  CD28,
0.179329954,4,94,4.095555556,GO:0051303 establishment of chromosome localization , http://amigo.geneontology.org/amigo/term/GO:0051303, SEH1L  KIFC1,
0.029170468,9,229,4.041666667,GO:0045619 regulation of lymphocyte differentiation , http://amigo.geneontology.org/amigo/term/GO:0045619, FOXP3  TBX21  IL15RA  LEF1  ERBB2  CD28  RUNX3  TCF7  IL12RB1,
0.184988081,4,120,4.041666667,GO:1902106 negative regulation of leukocyte differentiation , http://amigo.geneontology.org/amigo/term/GO:1902106, TBX21  ERBB2  FOXP3  RUNX3,
0.029170468,9,226,4.018168605,GO:0002285 lymphocyte activation involved in immune response , http://amigo.geneontology.org/amigo/term/GO:0002285, SPN  PARP3  FOXP3  TBX21  RIF1  LEF1  CD28  IL12RB1  RORC,
0.138255776,5,149,3.999565972,GO:0071322 cellular response to carbohydrate stimulus , http://amigo.geneontology.org/amigo/term/GO:0071322, PCK2  MAP2K7  SERPINF1  RAB11FIP5,
0.188220399,4,96,3.989177489,GO:0050000 chromosome localization , http://amigo.geneontology.org/amigo/term/GO:0050000, SEH1L  KIFC1,
0.091158923,6,136,3.938034188,GO:0050864 regulation of B cell activation , http://amigo.geneontology.org/amigo/term/GO:0050864, PARP3  FOXP3  TBX21  RIF1  CD28  TNFRSF4,
0.191082844,4,124,3.938034188,GO:1903707 negative regulation of hemopoiesis , http://amigo.geneontology.org/amigo/term/GO:1903707, TBX21  ERBB2  FOXP3  RUNX3,
0.196268162,4,233,3.888185654,GO:0007601 visual perception , http://amigo.geneontology.org/amigo/term/GO:0007601, RGS9  SLC4A10  DRAM2  ABLIM1,
0.196268162,4,94,3.888185654,GO:0097581 lamellipodium organization , http://amigo.geneontology.org/amigo/term/GO:0097581, ABLIM1  CORO1B  ARHGEF4  ITGB1,
0.196268162,4,99,3.888185654,GO:2001021 negative regulation of response to DNA damage stimulus , http://amigo.geneontology.org/amigo/term/GO:2001021, RIF1  RADX  BCL2L1  ZNF385A,
0.094716081,6,151,3.871848739,GO:0007052 mitotic spindle organization , http://amigo.geneontology.org/amigo/term/GO:0007052, TPX2  KIFC1  TASOR  PARP3,
0.149251283,5,132,3.839583333,GO:0002824 positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains , http://amigo.geneontology.org/amigo/term/GO:0002824, IL12RB1  FOXP3  TBX21  RIF1  CD28,
0.149251283,5,150,3.839583333,GO:0046634 regulation of alpha-beta T cell activation , http://amigo.geneontology.org/amigo/term/GO:0046634, FOXP3  TBX21  CD28  RUNX3  IL12RB1,
0.199718546,4,114,3.839583333,GO:0032945 negative regulation of mononuclear cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0032945, VSIG4  FOXP3  ERBB2  SPN,
0.199718546,4,113,3.839583333,GO:0050672 negative regulation of lymphocyte proliferation , http://amigo.geneontology.org/amigo/term/GO:0050672, VSIG4  FOXP3  ERBB2  SPN,
0.199718546,4,236,3.839583333,GO:0050953 sensory perception of light stimulus , http://amigo.geneontology.org/amigo/term/GO:0050953, RGS9  SLC4A10  DRAM2  ABLIM1,
0.062577978,7,204,3.812352246,GO:0051250 negative regulation of lymphocyte activation , http://amigo.geneontology.org/amigo/term/GO:0051250, VSIG4  FOXP3  PARP3  TBX21  ERBB2  RUNX3  SPN,
0.062577978,7,182,3.812352246,GO:1902850 microtubule cytoskeleton organization involved in mitosis , http://amigo.geneontology.org/amigo/term/GO:1902850, TPX2  KIFC1  TASOR  PARP3  ITGB1,
0.149251283,5,171,3.801567657,GO:0002698 negative regulation of immune effector process , http://amigo.geneontology.org/amigo/term/GO:0002698, VSIG4  FOXP3  PARP3  TBX21  CX3CR1,
0.047160024,8,235,3.745934959,GO:0002695 negative regulation of leukocyte activation , http://amigo.geneontology.org/amigo/term/GO:0002695, VSIG4  FOXP3  PARP3  TBX21  SYT11  ERBB2  RUNX3  SPN,
0.068966192,7,229,3.707183908,GO:0022408 negative regulation of cell-cell adhesion , http://amigo.geneontology.org/amigo/term/GO:0022408, VSIG4  FOXP3  LEF1  TBX21  ERBB2  RUNX3  SPN,
0.161118329,5,138,3.622248428,GO:0002821 positive regulation of adaptive immune response , http://amigo.geneontology.org/amigo/term/GO:0002821, IL12RB1  FOXP3  TBX21  RIF1  CD28,
0.057830082,8,257,3.51047619,GO:0050866 negative regulation of cell activation , http://amigo.geneontology.org/amigo/term/GO:0050866, VSIG4  FOXP3  PARP3  TBX21  SYT11  ERBB2  RUNX3  SPN,
0.17103419,5,171,3.490530303,GO:0002708 positive regulation of lymphocyte mediated immunity , http://amigo.geneontology.org/amigo/term/GO:0002708, FOXP3  TBX21  RIF1  CD28  IL12RB1,
0.174462284,5,154,3.459084084,GO:0002456 T cell mediated immunity , http://amigo.geneontology.org/amigo/term/GO:0002456, FOXP3  TBX21  PRF1  IL12RB1  SCART1,
0.174462284,5,149,3.459084084,GO:0045621 positive regulation of lymphocyte differentiation , http://amigo.geneontology.org/amigo/term/GO:0045621, FOXP3  IL15RA  LEF1  RUNX3  IL12RB1,
0.175711965,5,242,3.397861357,GO:0014706 striated muscle tissue development , http://amigo.geneontology.org/amigo/term/GO:0014706, LEF1  ITGB1  PI16  TGFBR3  PDGFRB,
0.064244547,8,309,3.394106814,GO:0045765 regulation of angiogenesis , http://amigo.geneontology.org/amigo/term/GO:0045765, ISM1  SERPINF1  CX3CR1  E2F2  ADAM12  ITGB1  ERBB2,
0.065966108,8,313,3.375457875,GO:1901342 regulation of vasculature development , http://amigo.geneontology.org/amigo/term/GO:1901342, ISM1  SERPINF1  CX3CR1  E2F2  ADAM12  ITGB1  ERBB2,
0.012211442,14,555,3.370167189,GO:0001525 angiogenesis , http://amigo.geneontology.org/amigo/term/GO:0001525, ISM1  PDGFRB  SERPINF1  ADGRG1  FLT4  LEF1  ADAM15  ITGB1  CX3CR1  NRCAM  E2F2  ADAM12  ERBB2,
0.029334724,11,319,3.352017196,GO:0030217 T cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0030217, FOXP3  CD28  SPN  TBX21  TCF7  CCR7  LEF1  ERBB2  RUNX3  IL12RB1  RORC,
0.049390047,9,331,3.338768116,GO:0007162 negative regulation of cell adhesion , http://amigo.geneontology.org/amigo/term/GO:0007162, VSIG4  FOXP3  LEF1  TBX21  ERBB2  ADAM15  RUNX3  SPN  ARHGDIA,
0.103160486,7,238,3.338768116,GO:0002700 regulation of production of molecular mediator of immune response , http://amigo.geneontology.org/amigo/term/GO:0002700, FOXP3  PARP3  TBX21  RIF1  DNAJB9  CD28  TNFRSF4,
0.188220399,5,152,3.281695157,GO:0016064 immunoglobulin mediated immune response , http://amigo.geneontology.org/amigo/term/GO:0016064, PARP3  FOXP3  TBX21  RIF1  CD28,
0.188220399,5,306,3.281695157,GO:0045165 cell fate commitment , http://amigo.geneontology.org/amigo/term/GO:0045165, TBX21  SPN  ITGB1  IL12RB1  FOXP3,
0.188220399,5,144,3.281695157,GO:0051225 spindle assembly , http://amigo.geneontology.org/amigo/term/GO:0051225, TPX2  KIFC1  TASOR,
0.149691304,6,291,3.267730496,GO:0007611 learning or memory , http://amigo.geneontology.org/amigo/term/GO:0007611, SERPINF1  SYT11  ITGB1  KALRN  ZNF385A  CX3CR1,
0.192753654,5,162,3.253884181,GO:0019724 B cell mediated immunity , http://amigo.geneontology.org/amigo/term/GO:0019724, PARP3  FOXP3  TBX21  RIF1  CD28,
0.032484104,11,353,3.224077608,GO:0002460 adaptive immune response based on somatic recombination, http://amigo.geneontology.org/amigo/term/GO:0002460, FOXP3  IL12RB1  SPN  PARP3  TBX21  RIF1  LEF1  CD28  PRF1  RORC  SCART1,
0.012211442,15,647,3.181975138,GO:0048514 blood vessel morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0048514, ISM1  PDGFRB  SERPINF1  ADGRG1  FLT4  LEF1  ADAM15  ITGB1  CX3CR1  NRCAM  E2F2  ADAM12  TGFBR3  ERBB2,
0.045448288,10,320,3.160150892,GO:0002366 leukocyte activation involved in immune response , http://amigo.geneontology.org/amigo/term/GO:0002366, SPN  PARP3  FOXP3  TBX21  RIF1  LEF1  CX3CR1  CD28  IL12RB1  RORC,
0.017102684,14,445,3.152737048,GO:0030098 lymphocyte differentiation , http://amigo.geneontology.org/amigo/term/GO:0030098, ITGB1  FOXP3  CD28  SPN  TBX21  TCF7  CCR7  DNAJB9  IL15RA  LEF1  ERBB2  RUNX3  IL12RB1  RORC,
0.012211442,15,525,3.147199454,GO:0007159 leukocyte cell-cell adhesion , http://amigo.geneontology.org/amigo/term/GO:0007159, IL12RB1  PODXL2  VSIG4  ICOS  CD28  FOXP3  ITGB1  TBX21  CCR7  LEF1  ERBB2  CX3CR1  ITGB7  RUNX3  SPN,
0.048789655,10,324,3.121612466,GO:0002263 cell activation involved in immune response , http://amigo.geneontology.org/amigo/term/GO:0002263, SPN  PARP3  FOXP3  TBX21  RIF1  LEF1  CX3CR1  CD28  IL12RB1  RORC,
0.161118329,6,254,3.113175676,GO:0007160 cell-matrix adhesion , http://amigo.geneontology.org/amigo/term/GO:0007160, ITGA6  ITGB7  ITGB1  CCR7  EDA  ADAM15,
0.069203321,9,283,3.044603524,GO:0042113 B cell activation , http://amigo.geneontology.org/amigo/term/GO:0042113, ITGB1  PARP3  FOXP3  TBX21  RIF1  DNAJB9  LEF1  CD28  TNFRSF4,
0.174462284,6,217,2.991883117,GO:0002822 regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains , http://amigo.geneontology.org/amigo/term/GO:0002822, FOXP3  IL12RB1  PARP3  TBX21  RIF1  CD28,
0.188220399,6,292,2.8796875,GO:0051962 positive regulation of nervous system development , http://amigo.geneontology.org/amigo/term/GO:0051962, CLSTN1  SERPINF1  ITGB1  KALRN  CX3CR1  LRRN3,
0.157744156,7,271,2.874554367,GO:0002440 production of molecular mediator of immune response , http://amigo.geneontology.org/amigo/term/GO:0002440, FOXP3  PARP3  TBX21  RIF1  DNAJB9  CD28  TNFRSF4,
0.029170468,14,507,2.851679929,GO:1903131 mononuclear cell differentiation , http://amigo.geneontology.org/amigo/term/GO:1903131, ITGB1  FOXP3  CD28  SPN  TBX21  TCF7  CCR7  DNAJB9  IL15RA  LEF1  ERBB2  RUNX3  IL12RB1  RORC,
0.197607815,6,243,2.826687117,GO:0002706 regulation of lymphocyte mediated immunity , http://amigo.geneontology.org/amigo/term/GO:0002706, FOXP3  PARP3  TBX21  RIF1  CD28  IL12RB1,
0.026967525,15,734,2.782306763,GO:0001568 blood vessel development , http://amigo.geneontology.org/amigo/term/GO:0001568, ISM1  PDGFRB  SERPINF1  ADGRG1  FLT4  LEF1  ADAM15  ITGB1  CX3CR1  NRCAM  E2F2  ADAM12  TGFBR3  ERBB2,
0.138255776,8,339,2.779788839,GO:0001818 negative regulation of cytokine production , http://amigo.geneontology.org/amigo/term/GO:0001818, VSIG4  FOXP3  LEF1  OTUD7B  TBX21  CCR7  SYT11  CX3CR1,
0.106164118,9,354,2.77560241,GO:1902105 regulation of leukocyte differentiation , http://amigo.geneontology.org/amigo/term/GO:1902105, FOXP3  LEF1  TBX21  IL15RA  ERBB2  CD28  RUNX3  TCF7  IL12RB1,
0.054523739,12,488,2.663294798,GO:0050863 regulation of T cell activation , http://amigo.geneontology.org/amigo/term/GO:0050863, IL12RB1  VSIG4  ICOS  CD28  FOXP3  TBX21  CCR7  LEF1  ERBB2  SPN  RUNX3  TCF7,
0.153065727,8,308,2.659451659,GO:0032944 regulation of mononuclear cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0032944, IL12RB1  VSIG4  CD28  FOXP3  ERBB2  BCL2L1  TNFRSF4  SPN,
0.031063861,15,765,2.654089862,GO:0001944 vasculature development , http://amigo.geneontology.org/amigo/term/GO:0001944, ISM1  PDGFRB  SERPINF1  ADGRG1  FLT4  LEF1  ADAM15  ITGB1  CX3CR1  NRCAM  E2F2  ADAM12  TGFBR3  ERBB2,
0.028906069,16,629,2.636623748,GO:0051249 regulation of lymphocyte activation , http://amigo.geneontology.org/amigo/term/GO:0051249, IL12RB1  VSIG4  ICOS  CD28  FOXP3  PARP3  TBX21  RIF1  CCR7  IL15RA  LEF1  ERBB2  SPN  RUNX3  TCF7  TNFRSF4,
0.076291632,11,434,2.623317805,GO:0051251 positive regulation of lymphocyte activation , http://amigo.geneontology.org/amigo/term/GO:0051251, IL12RB1  ICOS  CD28  FOXP3  TBX21  RIF1  CCR7  IL15RA  LEF1  RUNX3  TNFRSF4,
0.188220399,7,271,2.622154472,GO:0042098 T cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0042098, IL12RB1  VSIG4  CD28  FOXP3  ERBB2  TNFRSF4  SPN,
0.138604308,9,348,2.569237918,GO:0006310 DNA recombination , http://amigo.geneontology.org/amigo/term/GO:0006310, RAD54B  RIF1  RADX  PARP3  FOXP3  TBX21  TCF7  LEF1  CD28,
0.092659557,11,486,2.521517413,GO:1903037 regulation of leukocyte cell-cell adhesion , http://amigo.geneontology.org/amigo/term/GO:1903037, IL12RB1  VSIG4  ICOS  CD28  FOXP3  TBX21  CCR7  LEF1  ERBB2  RUNX3  SPN,
0.172362029,8,451,2.517759563,GO:0048608 reproductive structure development , http://amigo.geneontology.org/amigo/term/GO:0048608, PDGFRB  SERPINF1  LEF1  ADAM15  FEM1B  BCL2L1  NRIP1  ADGRG1,
0.174462284,8,458,2.507482993,GO:0048732 gland development , http://amigo.geneontology.org/amigo/term/GO:0048732, PCK2  SERPINF1  LEF1  EDA  KALRN  FEM1B  TGFBR3,
0.149251283,9,374,2.504076087,GO:0046651 lymphocyte proliferation , http://amigo.geneontology.org/amigo/term/GO:0046651, IL12RB1  VSIG4  CD28  FOXP3  LEF1  ERBB2  BCL2L1  TNFRSF4  SPN,
0.174462284,8,335,2.497289973,GO:0070663 regulation of leukocyte proliferation , http://amigo.geneontology.org/amigo/term/GO:0070663, IL12RB1  VSIG4  CD28  FOXP3  ERBB2  BCL2L1  TNFRSF4  SPN,
0.174462284,8,455,2.487179487,GO:0061458 reproductive system development , http://amigo.geneontology.org/amigo/term/GO:0061458, PDGFRB  SERPINF1  LEF1  ADAM15  FEM1B  BCL2L1  NRIP1  ADGRG1,
0.153415464,9,378,2.477150538,GO:0032943 mononuclear cell proliferation , http://amigo.geneontology.org/amigo/term/GO:0032943, IL12RB1  VSIG4  CD28  FOXP3  LEF1  ERBB2  BCL2L1  TNFRSF4  SPN,
0.080829639,12,507,2.457333333,GO:0050867 positive regulation of cell activation , http://amigo.geneontology.org/amigo/term/GO:0050867, IL12RB1  ICOS  CD28  FOXP3  TBX21  RIF1  PDGFRB  CCR7  IL15RA  LEF1  RUNX3  TNFRSF4,
0.134685995,10,457,2.453407881,GO:1903706 regulation of hemopoiesis , http://amigo.geneontology.org/amigo/term/GO:1903706, FOXP3  LEF1  TBX21  IL15RA  ERBB2  CD28  FAXDC2  RUNX3  TCF7  IL12RB1,
0.031338605,17,724,2.449265166,GO:0002694 regulation of leukocyte activation , http://amigo.geneontology.org/amigo/term/GO:0002694, IL12RB1  VSIG4  ICOS  CD28  FOXP3  PARP3  TBX21  RIF1  CCR7  SYT11  IL15RA  LEF1  ERBB2  SPN  RUNX3  TCF7  TNFRSF4,
0.139630331,10,459,2.414832285,GO:0002697 regulation of immune effector process , http://amigo.geneontology.org/amigo/term/GO:0002697, VSIG4  FOXP3  PARP3  TBX21  RIF1  DNAJB9  CX3CR1  CD28  IL12RB1  TNFRSF4,
0.041045288,16,902,2.395061728,GO:0035239 tube morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0035239, ISM1  PDGFRB  SERPINF1  ADGRG1  FLT4  LEF1  ADAM15  ITGB1  EDA  CX3CR1  NRCAM  E2F2  ADAM12  TGFBR3  ERBB2,
0.122215159,11,483,2.386181733,GO:0002696 positive regulation of leukocyte activation , http://amigo.geneontology.org/amigo/term/GO:0002696, IL12RB1  ICOS  CD28  FOXP3  TBX21  RIF1  CCR7  IL15RA  LEF1  RUNX3  TNFRSF4,
0.049390047,15,1730,2.384834369,GO:0050877 nervous system process , http://amigo.geneontology.org/amigo/term/GO:0050877, CACNA1I  NRCAM  RGS9  CNTNAP1  SERPINF1  SYT11  LEF1  SLC4A10  ITGB1  KALRN  ZNF385A  CX3CR1  MYO6  DRAM2  ABLIM1,
0.031063861,18,788,2.383189655,GO:0050865 regulation of cell activation , http://amigo.geneontology.org/amigo/term/GO:0050865, IL12RB1  VSIG4  ICOS  CD28  FOXP3  PARP3  TBX21  RIF1  PDGFRB  CCR7  SYT11  IL15RA  LEF1  ERBB2  SPN  RUNX3  TCF7  TNFRSF4,
0.03026806,19,1104,2.327020202,GO:0098609 cell-cell adhesion , http://amigo.geneontology.org/amigo/term/GO:0098609, DLG3  NRCAM  ITGA6  IL12RB1  PODXL2  VSIG4  ICOS  CD28  FOXP3  LEF1  ITGB1  TBX21  CCR7  ERBB2  CX3CR1  CLSTN1  ITGB7  RUNX3  SPN,
0.179200847,9,415,2.311454849,GO:0070661 leukocyte proliferation , http://amigo.geneontology.org/amigo/term/GO:0070661, IL12RB1  VSIG4  CD28  FOXP3  LEF1  ERBB2  BCL2L1  TNFRSF4  SPN,
0.049390047,16,1002,2.300873908,GO:0051093 negative regulation of developmental process , http://amigo.geneontology.org/amigo/term/GO:0051093, ISM1  SERPINF1  PARP3  FOXP3  TBX21  GDF11  LEF1  ERBB2  ITGB1  PI16  LTBP3  BCL2L1  E2F2  SFMBT1  RUNX3,
0.032058094,19,1123,2.294090671,GO:0035295 tube development , http://amigo.geneontology.org/amigo/term/GO:0035295, ISM1  PDGFRB  SERPINF1  ADGRG1  FLT4  GDF11  LEF1  ADAM15  ITGB1  SSBP3  EDA  LTBP3  CX3CR1  NRCAM  E2F2  ADAM12  TGFBR3  ERBB2,
0.016484716,24,1108,2.269704433,GO:0002520 immune system development , http://amigo.geneontology.org/amigo/term/GO:0002520, RUNX3  FLT4  ICOS  ITGB1  FOXP3  LEF1  CD28  SPN  PARP3  TBX21  RIF1  TCF7  CCR7  DNAJB9  IL15RA  ERBB2  SSBP3  ZNF385A  EPB42  CD248  FAXDC2  TGFBR3  IL12RB1  RORC,
0.030197051,20,1237,2.268586903,GO:0048646 anatomical structure formation involved in morphogenesis , http://amigo.geneontology.org/amigo/term/GO:0048646, ISM1  PDGFRB  SERPINF1  ADGRG1  MATR3  FLT4  CNTNAP1  LEF1  ADAM15  ITGB1  SSBP3  EDA  ZNF385A  CX3CR1  NRCAM  E2F2  ADAM12  TGFBR3  ERBB2,
0.03379026,19,1130,2.262080103,GO:0051241 negative regulation of multicellular organismal process , http://amigo.geneontology.org/amigo/term/GO:0051241, ISM1  SERPINF1  VSIG4  FOXP3  RAB11FIP5  LEF1  OTUD7B  PARP3  TBX21  CCR7  SYT11  ERBB2  PI16  LTBP3  CX3CR1  E2F2  SFMBT1  RUNX3,
0.028906069,21,928,2.261746143,GO:0046649 lymphocyte activation , http://amigo.geneontology.org/amigo/term/GO:0046649, IL12RB1  VSIG4  ICOS  CD28  CCR7  ITGB1  FOXP3  PRF1  SPN  PARP3  TBX21  RIF1  TCF7  DNAJB9  IL15RA  LEF1  ERBB2  BCL2L1  TNFRSF4  RUNX3  RORC,
0.013221473,25,1424,2.258578431,GO:0051094 positive regulation of developmental process , http://amigo.geneontology.org/amigo/term/GO:0051094, CLSTN1  LEF1  FOXP3  SERPINF1  IGFBP3  CORO1B  TBX21  RIF1  IL15RA  ITGB1  SSBP3  KALRN  ZNF385A  CX3CR1  LRRN3  CD28  NAP1L2  PLAAT4  ADAM12  LTBP3  FAXDC2  RUNX3  TGFBR3  IL12RB1  NRCAM,
0.08634937,14,653,2.244432846,GO:0002521 leukocyte differentiation , http://amigo.geneontology.org/amigo/term/GO:0002521, ITGB1  FOXP3  LEF1  CD28  SPN  TBX21  TCF7  CCR7  DNAJB9  IL15RA  ERBB2  RUNX3  IL12RB1  RORC,
0.0608632,16,933,2.229885057,GO:0045597 positive regulation of cell differentiation , http://amigo.geneontology.org/amigo/term/GO:0045597, LEF1  FOXP3  SERPINF1  IGFBP3  IL15RA  ITGB1  KALRN  ZNF385A  CX3CR1  NAP1L2  PLAAT4  LTBP3  FAXDC2  RUNX3  IL12RB1  NRCAM,
0.073158676,15,762,2.227998066,GO:0002252 immune effector process , http://amigo.geneontology.org/amigo/term/GO:0002252, VSIG4  FOXP3  SPN  PARP3  TBX21  RIF1  DNAJB9  LEF1  CX3CR1  CD28  PRF1  IL12RB1  RORC  TNFRSF4  SCART1,
0.100620488,14,662,2.18957909,GO:0042110 T cell activation , http://amigo.geneontology.org/amigo/term/GO:0042110, IL12RB1  VSIG4  ICOS  CD28  CCR7  FOXP3  SPN  TBX21  TCF7  LEF1  ERBB2  TNFRSF4  RUNX3  RORC,
0.034736709,21,1042,2.144448138,GO:0048534 hematopoietic or lymphoid organ development , http://amigo.geneontology.org/amigo/term/GO:0048534, RUNX3  FLT4  ITGB1  FOXP3  LEF1  CD28  SPN  TBX21  TCF7  CCR7  DNAJB9  IL15RA  ERBB2  SSBP3  ZNF385A  EPB42  CD248  FAXDC2  TGFBR3  IL12RB1  RORC,
